tentinh,tenhuyen,tenxa,tendb,wb_poverty,count
Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Lợi,"K 8 (tổ 74, 75,)ĐB14",normal,45486
Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Mỹ,Khu phố 8 tổ 43 (đb 5)ĐB5,normal,45288
Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Thọ,Khu phố 4 (Tổ 49 + 50 + 100)ĐB10,normal,61659.00000000001
Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Tân,Tổ 12 DB02,normal,44440
Bình Dương,Thành phố Thủ Dầu Một,Phường Tân An,Tổ 41-42-43-44 Khu phố 5ĐB5,extreme poverty,3998.4
Bình Dương,Thành phố Thủ Dầu Một,Phường Tân An,Tổ 41-42-43-44 Khu phố 5ĐB5,normal,55977.6
Bình Dương,Thành phố Thủ Dầu Một,Phường Tương Bình Hiệp,"Tổ: 29, 30, 65ĐB6",normal,64692
Bình Dương,Thành phố Thủ Dầu Một,Phường Định Hoà,Tổ 2 Khu phố 8ĐB13,normal,19173
Bình Dương,Thị xã Bến Cát,Phường Chánh Phú Hòa,"Tổ 1, Tổ 2, Tổ 3 khu phố 3",normal,61730.99999999999
Bình Dương,Thị xã Bến Cát,Phường Hòa Lợi,Tổ 10-2 kp Phú Hòa,normal,37506
Bình Dương,Thị xã Bến Cát,Phường Mỹ Phước,Tổ 5-1 KP 4,normal,45917
Bình Dương,Thị xã Bến Cát,Phường Thới Hòa,"H5,D14,D17 tổ 22B-3 kp 6",normal,43364
Bình Dương,Thị xã Bến Cát,Phường Tân Định,Tổ 1-2 kp 1,normal,41920
Bình Dương,Thị xã Bến Cát,Xã An Tây,Tồ 3-2 ấp Dòng Sỏi,normal,28974
Bình Dương,Thị xã Bến Cát,Xã Phú An,tổ 1A Ấp Phú Thứ,normal,32027.999999999996
Bình Dương,Thị xã Tân Uyên,Phường Hội Nghĩa,Tổ 2A ấp 1 (7),normal,40626
Bình Dương,Thị xã Tân Uyên,Phường Khánh Bình,"Tổ 7, Khu phố Long Bình-3",normal,54736
Bình Dương,Thị xã Tân Uyên,Phường Thái Hòa,"Tổ 4, tổ 5, khu phố Ba Đình",normal,44878
Bình Dương,Thị xã Tân Uyên,Phường Tân Hiệp,"Tổ 1, Khu phố Tân Bình-1",normal,68715
Bình Dương,Thị xã Tân Uyên,Phường Tân Phước Khánh,Tồ 3- Khánh Long-2,normal,34980
Bình Dương,Thị xã Tân Uyên,Phường Tân Vĩnh Hiệp,"Tổ 4, ấp Vĩnh Trường (2)",normal,46917
Bình Dương,Thị xã Tân Uyên,Phường Uyên Hưng,Tổ 1 khu phố 6-1,normal,46509
Bình Dương,Thị xã Tân Uyên,Phường Vĩnh Tân,"Tổ 3, ấp 1-4",normal,51004
Bình Phước,Huyện Bù Gia Mập,Xã Phú Nghĩa,"Tổ 1, Khắc Khoan",extreme poverty,15052.8
Bình Phước,Huyện Bù Gia Mập,Xã Phú Nghĩa,"Tổ 1, Khắc Khoan",normal,10035.2
Bình Phước,Huyện Bù Gia Mập,Xã Phước Minh,tổ 1+ tổ 2 Thôn Bình Tiến 2,extreme poverty,17804.8
Bình Phước,Huyện Bù Gia Mập,Xã Phước Minh,tổ 1+ tổ 2 Thôn Bình Tiến 2,normal,4451.2
Bình Phước,Huyện Bù Gia Mập,Xã Đak Ơ,Đội 7 Thôn 3,extreme poverty,14964
Bình Phước,Huyện Bù Gia Mập,Xã Đak Ơ,Đội 7 Thôn 3,normal,9976
Bình Phước,Huyện Bù Gia Mập,Xã Đức Hạnh,Tổ 3 + tổ 4 thôn Phước Sơn,extreme poverty,12512
Bình Phước,Huyện Bù Gia Mập,Xã Đức Hạnh,Tổ 3 + tổ 4 thôn Phước Sơn,normal,6256
Bình Phước,Huyện Bù Đăng,Thị trấn Đức Phong,Khu Đức Lợi - địa bàn 1,extreme poverty,23496
Bình Phước,Huyện Bù Đăng,Thị trấn Đức Phong,Khu Đức Lợi - địa bàn 1,normal,15664
Bình Phước,Huyện Bù Đăng,Xã Minh Hưng,thôn 1 - địa bàn 4,extreme poverty,14674
Bình Phước,Huyện Bù Đăng,Xã Minh Hưng,thôn 1 - địa bàn 4,normal,5336
Bình Phước,Huyện Bù Đăng,Xã Thống Nhất,thôn 9 - địa bàn 30,extreme poverty,95707.73333333334
Bình Phước,Huyện Bù Đăng,Xã Thống Nhất,thôn 9 - địa bàn 30,normal,14724.266666666666
Bình Phước,Huyện Bù Đăng,Xã Đức Liễu,thôn 9 - địa bàn 35,extreme poverty,13376
Bình Phước,Huyện Bù Đăng,Xã Đức Liễu,thôn 9 - địa bàn 35,normal,11704
Bình Phước,Huyện Bù Đốp,Thị trấn Thanh Bình,"Thanh bình Tổ 7,8,12",extreme poverty,4855.6
Bình Phước,Huyện Bù Đốp,Thị trấn Thanh Bình,"Thanh bình Tổ 7,8,12",normal,19422.4
Bình Phước,Huyện Bù Đốp,Xã Tân Thành,Tân phong Tổ: 29; 30,extreme poverty,2739.2
Bình Phước,Huyện Bù Đốp,Xã Tân Thành,Tân phong Tổ: 29; 30,normal,17804.8
Bình Phước,Huyện Chơn Thành,Phường Minh Long,"khu phố 2 ( Tổ 1,3,4)",normal,17458
Bình Phước,Huyện Chơn Thành,Thị trấn Chơn Thành,Khu Phố 2 (tổ 8 và tổ 9A),normal,18450
Bình Phước,Huyện Chơn Thành,Xã Minh Hưng,tổ 6 ấp 3a,normal,21369
Bình Phước,Huyện Chơn Thành,Xã Thành Tâm,"Thủ Chánh (Tổ 5,6)",normal,21880
Bình Phước,Huyện Hớn Quản,Xã An Phú,"Tổ 1,2,3,4 ấp Tằng Hách",extreme poverty,14655.6
Bình Phước,Huyện Hớn Quản,Xã An Phú,"Tổ 1,2,3,4 ấp Tằng Hách",normal,9770.400000000001
Bình Phước,Huyện Hớn Quản,Xã Minh Tâm,Ấp 1 (Tổ 1-4),extreme poverty,25225.2
Bình Phước,Huyện Hớn Quản,Xã Minh Tâm,Ấp 1 (Tổ 1-4),normal,3880.8
Bình Phước,Huyện Hớn Quản,Xã Minh Đức,Ấp 2,extreme poverty,15688
Bình Phước,Huyện Hớn Quản,Xã Minh Đức,Ấp 2,normal,7844
Bình Phước,Huyện Lộc Ninh,Xã Lộc Hòa,Ấp 6,extreme poverty,19629.86666666667
Bình Phước,Huyện Lộc Ninh,Xã Lộc Hòa,Ấp 6,normal,1402.1333333333334
Bình Phước,Huyện Lộc Ninh,Xã Lộc Khánh,"Tổ 1,4",extreme poverty,16344
Bình Phước,Huyện Lộc Ninh,Xã Lộc Khánh,"Tổ 1,4",normal,10896
Bình Phước,Huyện Lộc Ninh,Xã Lộc Thiện,Tổ 5 + 9,extreme poverty,25610
Bình Phước,Huyện Lộc Ninh,Xã Lộc Thái,"Tổ 1,4,5,6",extreme poverty,20675.2
Bình Phước,Huyện Lộc Ninh,Xã Lộc Thái,"Tổ 1,4,5,6",normal,3180.8
Bình Phước,Huyện Lộc Ninh,Xã Lộc Thịnh,Tổ 1+3+6,extreme poverty,15694.8
Bình Phước,Huyện Lộc Ninh,Xã Lộc Thịnh,Tổ 1+3+6,normal,10463.199999999999
Bình Phước,Huyện Phú Riềng,Xã Long Hà,"Tổ 3,4 thôn 10",extreme poverty,12348.8
Bình Phước,Huyện Phú Riềng,Xã Long Hà,"Tổ 3,4 thôn 10",normal,10805.199999999999
Bình Phước,Huyện Phú Riềng,Xã Long Hưng,Xóm 4 Thôn 3,extreme poverty,16976.666666666668
Bình Phước,Huyện Phú Riềng,Xã Long Hưng,Xóm 4 Thôn 3,normal,8488.333333333334
Bình Phước,Huyện Phú Riềng,Xã Long Tân,Tổ 1 + 2 + 3 thôn 5,extreme poverty,11827.199999999999
Bình Phước,Huyện Phú Riềng,Xã Long Tân,Tổ 1 + 2 + 3 thôn 5,normal,13516.8
Bình Phước,Huyện Phú Riềng,Xã Phú Riềng,"Tổ 10 , 11 , 12 thôn Phú Tân",extreme poverty,12690
Bình Phước,Huyện Phú Riềng,Xã Phú Riềng,"Tổ 10 , 11 , 12 thôn Phú Tân",normal,8460
Bình Phước,Huyện Đồng Phú,Thị trấn Tân Phú,Tổ 56-> tổ 99,extreme poverty,2020.8
Bình Phước,Huyện Đồng Phú,Thị trấn Tân Phú,Tổ 56-> tổ 99,normal,13135.199999999999
Bình Phước,Huyện Đồng Phú,Xã Tân Lập,Ấp 8,extreme poverty,14924.666666666668
Bình Phước,Huyện Đồng Phú,Xã Tân Lập,Ấp 8,normal,7462.333333333334
Bình Phước,Huyện Đồng Phú,Xã Đồng Tiến,"Đội 1, đội 3",extreme poverty,16585.6
Bình Phước,Huyện Đồng Phú,Xã Đồng Tiến,"Đội 1, đội 3",normal,14512.399999999998
Bình Phước,Thành phố Đồng Xoài,Phường Tân Bình,KP. Xuân Bình (tổ 6a),extreme poverty,1251.2
Bình Phước,Thành phố Đồng Xoài,Phường Tân Bình,KP. Xuân Bình (tổ 6a),normal,17516.8
Bình Phước,Thành phố Đồng Xoài,Phường Tân Phú,Khu phố Phú Tân (Tổ 1),extreme poverty,7816.666666666666
Bình Phước,Thành phố Đồng Xoài,Phường Tân Phú,Khu phố Phú Tân (Tổ 1),normal,15633.333333333332
Bình Phước,Thành phố Đồng Xoài,Phường Tân Xuân,KP Tân Trà (Tổ 3+6),extreme poverty,11614.4
Bình Phước,Thành phố Đồng Xoài,Phường Tân Xuân,KP Tân Trà (Tổ 3+6),normal,17421.6
Bình Phước,Thành phố Đồng Xoài,Xã Tiến Hưng,ấp 4 (xóm 3A và 4),extreme poverty,10728.666666666668
Bình Phước,Thành phố Đồng Xoài,Xã Tiến Hưng,ấp 4 (xóm 3A và 4),normal,12261.333333333334
Bình Phước,Thành phố Đồng Xoài,Xã Tân Thành,Xóm Quang Trung,extreme poverty,10216.266666666666
Bình Phước,Thành phố Đồng Xoài,Xã Tân Thành,Xóm Quang Trung,normal,11675.733333333334
Bình Phước,Thị xã Bình Long,Phường An Lộc,"Tổ 6,7,1 KP Phú Sơn",extreme poverty,1115.4666666666667
Bình Phước,Thị xã Bình Long,Phường An Lộc,"Tổ 6,7,1 KP Phú Sơn",normal,15616.533333333333
Bình Phước,Thị xã Bình Long,Phường Hưng Chiến,Ấp Bình Ninh I,extreme poverty,16405.2
Bình Phước,Thị xã Bình Long,Phường Hưng Chiến,Ấp Bình Ninh I,normal,10936.8
Bình Phước,Thị xã Bình Long,Xã Thanh Lương,Tổ 05+06+07 ấp Thanh Bình,extreme poverty,12015.733333333334
Bình Phước,Thị xã Bình Long,Xã Thanh Lương,Tổ 05+06+07 ấp Thanh Bình,normal,858.2666666666667
Bình Phước,Thị xã Phước Long,Phường Long Phước,Khu phố 2.1,extreme poverty,9365.4
Bình Phước,Thị xã Phước Long,Phường Long Phước,Khu phố 2.1,normal,6243.5999999999995
Bình Phước,Thị xã Phước Long,Xã Long Giang,"An Lương 2, Long Giang",extreme poverty,13010.4
Bình Phước,Thị xã Phước Long,Xã Long Giang,"An Lương 2, Long Giang",normal,8673.599999999999
Bình Phước,Thị xã Phước Long,Xã Phước Tín,"Đội 3,4",extreme poverty,9721.6
Bình Phước,Thị xã Phước Long,Xã Phước Tín,"Đội 3,4",normal,14582.4
Bình Thuận,Huyện Bắc Bình,Thị trấn Lương Sơn,"Thôn Lương Tây: TTQ 4, 5",normal,27608
Bình Thuận,Huyện Bắc Bình,Xã Hòa Thắng,"Thôn Hồng Chính: TTQ 7, 8",normal,30656
Bình Thuận,Huyện Bắc Bình,Xã Hải Ninh,"Thôn Hải Thủy: TTQ 8, 9",normal,27048
Bình Thuận,Huyện Bắc Bình,Xã Phan Hòa,Thôn Bình Hòa: TTQ 4,normal,27848
Bình Thuận,Huyện Bắc Bình,Xã Phan Lâm,Thôn 1: Tổ 5-B,normal,35429
Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Chính,"thôn bình an tổ 3,4",normal,28980
Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Thắng,Thôn Thắng Hòa: Tổ 2+3,normal,27048
Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hàm Trí,Thôn Phú Thái: Tổ 3,normal,23667
Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hồng Liêm,Thôn Liêm Bình: Tổ 4,normal,24150
Bình Thuận,Huyện Hàm Thuận Bắc,Xã Hồng Sơn,Thôn 3: Tổ 3b,normal,31877.999999999996
Bình Thuận,Huyện Hàm Thuận Bắc,Xã La Dạ,Thôn 3 (Xóm 3),normal,28497
Bình Thuận,Huyện Hàm Thuận Nam,Thị trấn Thuận Nam,Tổ 1A+2A+7,normal,29323
Bình Thuận,Huyện Hàm Thuận Nam,Thị trấn Thuận Nam,Tổ 1B+5A+6A,normal,25844
Bình Thuận,Huyện Hàm Thuận Nam,Xã Hàm Minh,Tổ 3,normal,31086
Bình Thuận,Huyện Hàm Thuận Nam,Xã Tân Lập,Tổ 1B+2B+3B+4B,normal,22419
Bình Thuận,Huyện Hàm Thuận Nam,Xã Tân Thuận,Tổ 1,normal,25542
Bình Thuận,Huyện Hàm Thuận Nam,Xã Tân Thành,Biển,normal,31710
Bình Thuận,Huyện Hàm Tân,Xã Sông Phan,"Thôn An Bình (tổ 3, 4 và 5)",normal,24225
Bình Thuận,Huyện Hàm Tân,Xã Thắng Hải,"Thôn Bàu Giêng (tổ 5,6, 7,8,9 - A)",normal,26824
Bình Thuận,Huyện Hàm Tân,Xã Tân Phúc,"Thôn 4 (Tổ 1,2,3)",normal,25281
Bình Thuận,Huyện Phú Quí,Xã Long Hải,"Thôn Thôn Quý Hải: Tổ NDTQ 4,5,6",normal,31824
Bình Thuận,Huyện Tuy Phong,Thị trấn Liên Hương,Dân phố 30 +31,normal,21736
Bình Thuận,Huyện Tuy Phong,Thị trấn Phan Rí Cửa,Tổ dân phố 14,normal,25917
Bình Thuận,Huyện Tuy Phong,Xã Bình Thạnh,Xóm 7,normal,23667
Bình Thuận,Huyện Tuy Phong,Xã Chí Công,Xóm 25,normal,32640
Bình Thuận,Huyện Tuy Phong,Xã Vĩnh Hảo,Xóm 4,normal,22944
Bình Thuận,Huyện Tánh Linh,Xã Đức Thuận,"xóm 4,5",normal,25116
Bình Thuận,Huyện Đức Linh,Thị trấn Võ Xu,"KP 4, Tổ (4)",normal,28329
Bình Thuận,Huyện Đức Linh,Thị trấn Đức Tài,"Khu phố 2: Tổ 7,8",normal,28680
Bình Thuận,Huyện Đức Linh,Xã Sùng Nhơn,Thôn 2: Tổ 1+2,normal,27048
Bình Thuận,Huyện Đức Linh,Xã Đa Kai,"Thôn 5: Tổ 5,6,7",normal,23750
Bình Thuận,Thành phố Phan Thiết,Phường Bình Hưng,"khu phố 3 (tổ 5,6,7,8)",normal,20688
Bình Thuận,Thành phố Phan Thiết,Phường Hàm Tiến,"Tổ 9, 10, 11 (kp 4)",normal,22516
Bình Thuận,Thành phố Phan Thiết,Phường Mũi Né,"KP15(Tổ 7,8,9,10,11)",normal,31311
Bình Thuận,Thành phố Phan Thiết,Phường Phú Thủy,"Khu phố 1 (tổ 6, 7, 8, 9, 10)",normal,19383
Bình Thuận,Thành phố Phan Thiết,Phường Phú Trinh,"tổ 9, tổ 10, tổ 11",normal,29205
Bình Thuận,Thành phố Phan Thiết,Phường Phú Tài,"Tổ 7, 8, 9 ,10",normal,26568
Bình Thuận,Thành phố Phan Thiết,Phường Xuân An,"Tổ 15,16,20",normal,30380
Bình Thuận,Thành phố Phan Thiết,Phường Đức Thắng,Tổ 4; 5; 6,normal,31311
Bình Thuận,Thành phố Phan Thiết,Xã Phong Nẫm,"Thôn Xuân Phú (tổ 8, tổ 11)",normal,23606
Bình Thuận,Thành phố Phan Thiết,Xã Tiến Thành,"Thôn Tiến Hòa (tổ 3b, 4, 5",normal,30912.000000000004
Bình Thuận,Thị xã La Gi,Phường Phước Hội,"Khu phố 10: Tổ NDTQ 2,3,4,5,6,7,9",normal,22770
Bình Thuận,Thị xã La Gi,Phường Phước Lộc,"Khu phố 7: Tổ NDTQ 01,2,3,4",normal,33930
Bình Thuận,Thị xã La Gi,Xã Tân Bình,"Thôn Bình An 1: Tổ NDTQ 5,6,10,11,12",normal,29463
Bình Thuận,Thị xã La Gi,Xã Tân Hải,"Thôn Hiệp Lễ: Tổ NDTQ 5,6,7,12,13",normal,24531
Bình Định,Huyện An Lão,Xã An Hòa,Xuân Phong Nam (1),extreme poverty,3068.266666666667
Bình Định,Huyện An Lão,Xã An Hòa,Xuân Phong Nam (1),normal,19943.733333333334
Bình Định,Huyện Hoài Ân,Thị trấn Tăng Bạt Hổ,"Tổ 1+2+5, Khu phố Thanh Tú",extreme poverty,14270.666666666668
Bình Định,Huyện Hoài Ân,Thị trấn Tăng Bạt Hổ,"Tổ 1+2+5, Khu phố Thanh Tú",normal,16309.333333333334
Bình Định,Huyện Hoài Ân,Xã Ân Hữu,"Xóm 2+3+4, Hội Nhơn",extreme poverty,20124
Bình Định,Huyện Hoài Ân,Xã Ân Hữu,"Xóm 2+3+4, Hội Nhơn",normal,3096
Bình Định,Huyện Hoài Ân,Xã Ân Nghĩa,"Xóm Hương Văn, Hương Quang",extreme poverty,17337.6
Bình Định,Huyện Hoài Ân,Xã Ân Nghĩa,"Xóm Hương Văn, Hương Quang",normal,4334.4
Bình Định,Huyện Hoài Ân,Xã Ân Đức,"Đội 7, Phú Thuận",extreme poverty,30540
Bình Định,Huyện Phù Cát,Thị trấn Cát Tiến,"Xóm trên Cầu Phụng, thôn Phương Phi",extreme poverty,12732.8
Bình Định,Huyện Phù Cát,Thị trấn Cát Tiến,"Xóm trên Cầu Phụng, thôn Phương Phi",normal,11141.199999999999
Bình Định,Huyện Phù Cát,Thị trấn Ngô Mây,"Tổ 1 + 2, Khu An Hòa",extreme poverty,10193.6
Bình Định,Huyện Phù Cát,Thị trấn Ngô Mây,"Tổ 1 + 2, Khu An Hòa",normal,15290.400000000001
Bình Định,Huyện Phù Cát,Xã Cát Hanh,"Xóm Bình Hòa+Hanh Mai, thôn Vĩnh Trường",extreme poverty,24023.133333333335
Bình Định,Huyện Phù Cát,Xã Cát Hanh,"Xóm Bình Hòa+Hanh Mai, thôn Vĩnh Trường",normal,3695.866666666667
Bình Định,Huyện Phù Cát,Xã Cát Hải,"Xóm 3, Thôn Tân Thắng",extreme poverty,32550
Bình Định,Huyện Phù Cát,Xã Cát Lâm,"Xóm Thuận Ái+Liên Doanh, Thôn Thuận Phong",extreme poverty,26000
Bình Định,Huyện Phù Cát,Xã Cát Thắng,"Xóm 5+7+8, thôn Long Hậu",extreme poverty,21217
Bình Định,Huyện Phù Cát,Xã Cát Trinh,"Xóm Bắc 1, Thôn Phong An",extreme poverty,33856
Bình Định,Huyện Phù Mỹ,Thị trấn Phù Mỹ,"Tổ 4 + 5, Khu phố Trà Quang Bắc",extreme poverty,4674.6
Bình Định,Huyện Phù Mỹ,Thị trấn Phù Mỹ,"Tổ 4 + 5, Khu phố Trà Quang Bắc",normal,18698.4
Bình Định,Huyện Phù Mỹ,Xã Mỹ Chánh Tây,Thôn Trung Bình,extreme poverty,24894
Bình Định,Huyện Phù Mỹ,Xã Mỹ Cát,"Xóm Trinh Bắc, thôn Trinh Long Khánh",extreme poverty,24336
Bình Định,Huyện Phù Mỹ,Xã Mỹ Lộc,Xóm 11+12 thôn Vạn Định,extreme poverty,22226.399999999998
Bình Định,Huyện Phù Mỹ,Xã Mỹ Lộc,Xóm 11+12 thôn Vạn Định,normal,1587.6
Bình Định,Huyện Phù Mỹ,Xã Mỹ Lợi,"Đội 7+9, Phú Ninh Đông",extreme poverty,29402
Bình Định,Huyện Phù Mỹ,Xã Mỹ Quang,Xóm 3+4 thôn Trung Thành 3,extreme poverty,28413
Bình Định,Huyện Phù Mỹ,Xã Mỹ Thành,Thôn Hòa Hội Bắc (Địa bàn 2),extreme poverty,30686
Bình Định,Huyện Phù Mỹ,Xã Mỹ Thắng,Thôn 7 Bắc (Địa bàn số 1),extreme poverty,27511.46666666667
Bình Định,Huyện Phù Mỹ,Xã Mỹ Thắng,Thôn 7 Bắc (Địa bàn số 1),normal,4232.533333333334
Bình Định,Huyện Tuy Phước,Thị trấn Diêu Trì,Xóm 4,normal,26772
Bình Định,Huyện Tuy Phước,Thị trấn Tuy Phước,Đội 10Bb - thôn Mỹ Điền,extreme poverty,20486.4
Bình Định,Huyện Tuy Phước,Thị trấn Tuy Phước,Đội 10Bb - thôn Mỹ Điền,normal,7449.6
Bình Định,Huyện Tuy Phước,Xã Phước An,Xóm 2,extreme poverty,22064.933333333334
Bình Định,Huyện Tuy Phước,Xã Phước An,Xóm 2,normal,1576.0666666666666
Bình Định,Huyện Tuy Phước,Xã Phước Hòa,Xóm Huỳnh Sa+Huỳnh Hội,extreme poverty,17714.666666666668
Bình Định,Huyện Tuy Phước,Xã Phước Hòa,Xóm Huỳnh Sa+Huỳnh Hội,normal,15500.333333333334
Bình Định,Huyện Tuy Phước,Xã Phước Sơn,"Xóm 3, thôn Phụng Sơn",extreme poverty,16122.6
Bình Định,Huyện Tuy Phước,Xã Phước Sơn,"Xóm 3, thôn Phụng Sơn",normal,10748.400000000001
Bình Định,Huyện Tuy Phước,Xã Phước Thành,Bình An 2 (xóm 5),extreme poverty,23254.399999999998
Bình Định,Huyện Tuy Phước,Xã Phước Thành,Bình An 2 (xóm 5),normal,3577.6
Bình Định,Huyện Tây Sơn,Xã Bình Hòa,Xóm 1 thôn Trường Định 1,extreme poverty,15293.2
Bình Định,Huyện Tây Sơn,Xã Bình Hòa,Xóm 1 thôn Trường Định 1,normal,2352.8
Bình Định,Huyện Tây Sơn,Xã Bình Tân,Thôn Phú Hưng xóm 2,extreme poverty,22590
Bình Định,Huyện Tây Sơn,Xã Tây Giang,Thôn Thượng Giang 1 (Xóm 1),extreme poverty,16901.866666666665
Bình Định,Huyện Tây Sơn,Xã Tây Giang,Thôn Thượng Giang 1 (Xóm 1),normal,6146.133333333333
Bình Định,Huyện Tây Sơn,Xã Tây Xuân,Xóm 2,extreme poverty,18684
Bình Định,Huyện Tây Sơn,Xã Tây Xuân,Xóm 2,normal,4671
Bình Định,Huyện Vân Canh,Thị trấn Vân Canh,Làng Hiệp Hà 1,extreme poverty,26320
Bình Định,Huyện Vân Canh,Xã Canh Hiển,Thôn Chánh Hiển,extreme poverty,26244
Bình Định,Huyện Vĩnh Thạnh,Xã Vĩnh Thuận,Làng 1,extreme poverty,26600
Bình Định,Huyện Vĩnh Thạnh,Xã Vĩnh Thuận,Làng 1,normal,1900
Bình Định,Thành phố Quy Nhơn,Phường Hải Cảng,Tổ 59,normal,35820
Bình Định,Thành phố Quy Nhơn,Phường Lý Thường Kiệt,Tổ 15+16 Khu phố 4,normal,29253
Bình Định,Thành phố Quy Nhơn,Phường Nguyễn Văn Cừ,Tổ 3 + tổ 4,normal,31506
Bình Định,Thành phố Quy Nhơn,Phường Ngô Mây,Tổ 6+7+9,normal,32032
Bình Định,Thành phố Quy Nhơn,Phường Nhơn Phú,T 3 +4 KV1,extreme poverty,15271.666666666666
Bình Định,Thành phố Quy Nhơn,Phường Nhơn Phú,T 3 +4 KV1,normal,17453.333333333332
Bình Định,Thành phố Quy Nhơn,Phường Quang Trung,Khu phố 5 (Tổ 48 và Tổ 49),normal,32087.999999999996
Bình Định,Thành phố Quy Nhơn,Phường Trần Hưng Đạo,Khu phố 6 (tổ 29+30),normal,29469
Bình Định,Thành phố Quy Nhơn,Phường Đống Đa,Tổ 23b Khu Vực 5,normal,28670
Bình Định,Thành phố Quy Nhơn,Xã Nhơn Lý,Tổ 13+14+15+16,normal,20148
Bình Định,Thị xã An Nhơn,Phường Nhơn Hưng,Tổ Hòa Tây + Tổ Tân Thạnh,extreme poverty,12723.199999999999
Bình Định,Thị xã An Nhơn,Phường Nhơn Hưng,Tổ Hòa Tây + Tổ Tân Thạnh,normal,14540.8
Bình Định,Thị xã An Nhơn,Phường Đập Đá,Liên tổ 8,extreme poverty,15523.2
Bình Định,Thị xã An Nhơn,Phường Đập Đá,Liên tổ 8,normal,13582.800000000001
Bình Định,Thị xã An Nhơn,Xã Nhơn Hạnh,Thôn Tịnh Hòa,extreme poverty,22836
Bình Định,Thị xã An Nhơn,Xã Nhơn Hậu,Xóm Sở Tây,extreme poverty,23048
Bình Định,Thị xã An Nhơn,Xã Nhơn Hậu,Xóm Sở Tây,normal,11524
Bình Định,Thị xã An Nhơn,Xã Nhơn Thọ,Xóm Thọ Phú Bắc (ngoài đường),extreme poverty,21174.399999999998
Bình Định,Thị xã An Nhơn,Xã Nhơn Thọ,Xóm Thọ Phú Bắc (ngoài đường),normal,3257.6
Bình Định,Thị xã Hoài Nhơn,Phường Hoài Hương,"Xóm 4,5 Ca Công",extreme poverty,2016
Bình Định,Thị xã Hoài Nhơn,Phường Hoài Hương,"Xóm 4,5 Ca Công",normal,28224
Bình Định,Thị xã Hoài Nhơn,Phường Hoài Đức,Thôn Lại Khánh Nam (xóm 3),extreme poverty,28196
Bình Định,Thị xã Hoài Nhơn,Phường Hoài Đức,Thôn Lại Khánh Nam (xóm 3),normal,2014
Bình Định,Thị xã Hoài Nhơn,Phường Tam Quan,Khối 5- Tổ 3,extreme poverty,15131.199999999999
Bình Định,Thị xã Hoài Nhơn,Phường Tam Quan,Khối 5- Tổ 3,normal,17292.8
Bình Định,Thị xã Hoài Nhơn,Phường Tam Quan Nam,Cửu Lợi Tây (vùng 1),extreme poverty,15295
Bình Định,Thị xã Hoài Nhơn,Phường Tam Quan Nam,Cửu Lợi Tây (vùng 1),normal,17480
Bình Định,Thị xã Hoài Nhơn,Xã Hoài Hải,Kim Giao Thiện 2,normal,28545
Bình Định,Thị xã Hoài Nhơn,Xã Hoài Phú,"X 12, thôn Mỹ Bình 3",extreme poverty,19637.333333333336
Bình Định,Thị xã Hoài Nhơn,Xã Hoài Phú,"X 12, thôn Mỹ Bình 3",normal,1402.6666666666667
Bình Định,Thị xã Hoài Nhơn,Xã Hoài Sơn,Xóm 3+4,extreme poverty,27348
Bạc Liêu,Huyện Hoà Bình,Thị trấn Hòa Bình,Ấp Chùa Phật.2,extreme poverty,5560
Bạc Liêu,Huyện Hoà Bình,Thị trấn Hòa Bình,Ấp Chùa Phật.2,normal,15290
Bạc Liêu,Huyện Hoà Bình,Xã Vĩnh Bình,Ấp Thanh Sơn.2,extreme poverty,19032
Bạc Liêu,Huyện Hoà Bình,Xã Vĩnh Bình,Ấp Thanh Sơn.2,normal,4758
Bạc Liêu,Huyện Hoà Bình,Xã Vĩnh Hậu,Ấp Vĩnh Thạnh,extreme poverty,12523.733333333334
